1,26,14,0,1876,40
2,19,9,0,0,40
3,51,13,0,0,50
4,42,10,0,1340,40
5,37,9,0,0,35
6,18,7,0,0,40
7,36,13,7298,0,36
8,35,9,0,0,60
9,58,9,15024,0,35
10,17,7,0,0,12
11,44,9,0,0,40
12,37,9,0,0,40
13,35,10,0,0,40
14,60,9,0,0,40
15,54,4,0,0,40
16,37,13,0,0,60
17,50,12,0,0,40
18,38,13,0,0,50
19,45,13,0,0,55
20,25,6,0,0,40
21,31,10,0,0,40
22,64,2,0,0,40
23,90,9,0,2206,40
24,54,9,0,0,20
25,53,1,0,0,35
26,18,9,0,0,40
27,60,6,0,0,10
28,66,9,1409,0,50
29,75,11,0,0,20
30,65,9,0,0,40
31,35,7,3674,0,40
32,41,9,0,0,38
33,25,10,0,0,42
34,33,10,0,0,40
35,28,15,0,0,55
36,59,9,0,0,40
37,40,10,0,0,38
38,41,13,0,0,50
39,38,14,0,0,70
40,23,9,0,0,40
41,40,13,0,0,40
42,41,9,0,0,20
43,24,12,0,0,50
44,20,10,0,0,20
45,38,10,0,1741,40
46,56,9,0,0,35
47,58,9,0,0,45
48,32,9,0,0,34
49,40,12,0,1977,60
50,45,9,0,0,40
51,41,15,0,0,40
52,42,13,0,0,40
53,59,6,0,0,30
54,19,10,0,0,40
55,58,10,0,0,20
56,42,9,0,0,40
57,20,9,0,0,40
58,32,9,0,0,30
59,45,11,0,0,45
60,50,4,0,0,40
61,36,13,0,0,40
62,45,9,0,0,60
63,17,7,0,0,12
64,59,10,4064,0,40
65,26,7,0,0,40
66,37,10,0,0,75
67,19,10,0,0,24
68,64,9,0,0,40
69,33,13,0,0,45
70,33,9,0,0,40
71,61,9,0,0,40
72,17,5,1055,0,24
73,50,14,2407,0,98
74,27,14,0,0,35
75,30,9,0,0,40
76,43,9,0,0,40
77,44,10,7298,0,40
78,35,10,0,0,40
79,25,10,0,0,40
80,24,10,7298,0,48
81,22,13,0,0,15
82,42,10,5178,0,40
83,34,12,0,0,45
84,60,13,0,0,42
85,21,9,0,0,40
86,57,14,15024,0,40
87,41,15,0,0,60
88,50,10,0,0,45
89,25,13,0,0,40
90,50,4,0,0,40
91,36,13,0,0,45
92,31,9,0,0,40
93,29,13,0,0,56
94,21,10,0,0,45
95,27,13,0,0,40
96,65,9,0,0,16
97,37,13,0,0,60
98,39,14,3464,0,40
99,24,9,0,0,40
100,38,9,0,0,80
101,48,13,7688,0,40
102,21,10,0,0,25
103,31,9,0,0,45
104,55,9,4386,0,40
105,24,10,0,0,40
106,43,9,0,0,40
107,26,12,0,0,45
108,46,12,0,0,33
109,35,12,0,0,40
110,41,10,0,0,54
111,26,13,0,0,40
112,34,14,7298,0,35
113,19,10,0,0,25
114,36,13,0,0,40
115,22,10,0,0,15
116,24,10,0,0,40
117,77,10,0,0,40
118,22,3,0,0,40
119,29,10,0,0,40
120,62,9,0,0,24
121,39,9,0,0,40
122,43,10,0,1485,50
123,35,9,0,0,45
124,29,7,0,0,40
125,76,14,0,0,10
126,63,9,0,0,45
127,23,11,0,0,15
128,43,10,0,1887,50
129,58,9,0,0,40
130,66,9,2050,0,55
131,41,10,0,0,45
132,26,13,0,0,40
133,47,11,0,0,40
134,55,6,0,0,40
135,53,9,0,0,40
136,17,3,0,0,48
137,30,9,0,0,40
138,49,14,0,0,60
139,19,9,0,0,30
140,45,9,0,0,40
141,26,12,0,0,40
142,38,11,7298,0,40
143,36,9,7298,0,40
144,33,9,0,0,20
145,22,10,0,0,40
146,43,13,0,0,42
147,67,7,0,0,8
148,30,11,0,0,40
149,56,12,0,0,25
150,31,13,0,0,25
151,33,13,0,0,40
152,26,9,0,0,40
153,33,13,0,0,40
154,46,7,0,0,30
155,59,13,0,0,40
156,38,9,0,0,40
157,65,7,0,0,40
158,40,11,0,0,40
159,42,9,0,0,35
160,26,5,0,0,40
161,36,6,0,0,24
162,62,14,0,0,40
163,43,13,0,0,45
164,43,13,0,1564,45
165,22,9,0,0,55
166,28,9,0,0,40
167,56,10,0,0,45
168,22,12,0,0,15
169,57,13,0,0,45
170,39,9,0,0,40
171,26,10,0,0,15
172,17,7,0,0,10
173,40,11,0,0,38
174,45,9,0,0,40
175,44,9,0,0,40
176,20,10,0,0,10
177,33,9,0,0,40
178,23,10,0,0,40
179,46,14,0,0,30
180,38,9,0,0,50
181,54,9,0,0,40
182,46,3,0,2339,45
183,25,10,0,0,40
184,46,10,0,0,40
185,36,10,0,0,40
186,23,9,0,0,25
187,29,9,0,0,40
188,44,10,0,2415,6
189,19,10,0,0,16
190,19,9,0,0,40
191,35,9,0,0,40
192,27,13,0,0,50
193,46,12,0,0,40
194,34,13,7688,0,45
195,34,9,0,0,35
196,44,10,0,0,40
197,45,10,0,0,40
198,20,9,0,0,35
199,25,13,0,0,55
200,52,13,0,0,50
