1,26,14,0,1876,40,1
2,19,9,0,0,40,1
3,51,13,0,0,50,2
4,42,10,0,1340,40,1
5,37,9,0,0,35,1
6,18,7,0,0,40,1
7,36,13,7298,0,36,2
8,35,9,0,0,60,1
9,58,9,15024,0,35,2
10,17,7,0,0,12,1
11,44,9,0,0,40,1
12,37,9,0,0,40,2
13,35,10,0,0,40,1
14,60,9,0,0,40,1
15,54,4,0,0,40,2
16,37,13,0,0,60,2
17,50,12,0,0,40,1
18,38,13,0,0,50,1
19,45,13,0,0,55,1
20,25,6,0,0,40,1
21,31,10,0,0,40,1
22,64,2,0,0,40,1
23,90,9,0,2206,40,1
24,54,9,0,0,20,1
25,53,1,0,0,35,1
26,18,9,0,0,40,1
27,60,6,0,0,10,1
28,66,9,1409,0,50,1
29,75,11,0,0,20,1
30,65,9,0,0,40,1
31,35,7,3674,0,40,1
32,41,9,0,0,38,1
33,25,10,0,0,42,1
34,33,10,0,0,40,1
35,28,15,0,0,55,2
36,59,9,0,0,40,1
37,40,10,0,0,38,1
38,41,13,0,0,50,2
39,38,14,0,0,70,2
40,23,9,0,0,40,1
41,40,13,0,0,40,2
42,41,9,0,0,20,1
43,24,12,0,0,50,1
44,20,10,0,0,20,1
45,38,10,0,1741,40,1
46,56,9,0,0,35,1
47,58,9,0,0,45,2
48,32,9,0,0,34,1
49,40,12,0,1977,60,2
50,45,9,0,0,40,1
51,41,15,0,0,40,2
52,42,13,0,0,40,1
53,59,6,0,0,30,1
54,19,10,0,0,40,1
55,58,10,0,0,20,1
56,42,9,0,0,40,2
57,20,9,0,0,40,1
58,32,9,0,0,30,1
59,45,11,0,0,45,1
60,50,4,0,0,40,1
61,36,13,0,0,40,1
62,45,9,0,0,60,1
63,17,7,0,0,12,1
64,59,10,4064,0,40,1
65,26,7,0,0,40,1
66,37,10,0,0,75,2
67,19,10,0,0,24,1
68,64,9,0,0,40,2
69,33,13,0,0,45,1
70,33,9,0,0,40,2
71,61,9,0,0,40,2
72,17,5,1055,0,24,1
73,50,14,2407,0,98,1
74,27,14,0,0,35,1
75,30,9,0,0,40,1
76,43,9,0,0,40,1
77,44,10,7298,0,40,2
78,35,10,0,0,40,1
79,25,10,0,0,40,1
80,24,10,7298,0,48,2
81,22,13,0,0,15,1
82,42,10,5178,0,40,2
83,34,12,0,0,45,1
84,60,13,0,0,42,1
85,21,9,0,0,40,1
86,57,14,15024,0,40,2
87,41,15,0,0,60,2
88,50,10,0,0,45,1
89,25,13,0,0,40,1
90,50,4,0,0,40,1
91,36,13,0,0,45,1
92,31,9,0,0,40,1
93,29,13,0,0,56,1
94,21,10,0,0,45,1
95,27,13,0,0,40,1
96,65,9,0,0,16,1
97,37,13,0,0,60,1
98,39,14,3464,0,40,1
99,24,9,0,0,40,1
100,38,9,0,0,80,1
101,48,13,7688,0,40,2
102,21,10,0,0,25,1
103,31,9,0,0,45,2
104,55,9,4386,0,40,2
105,24,10,0,0,40,1
106,43,9,0,0,40,1
107,26,12,0,0,45,1
108,46,12,0,0,33,1
109,35,12,0,0,40,2
110,41,10,0,0,54,2
111,26,13,0,0,40,1
112,34,14,7298,0,35,2
113,19,10,0,0,25,1
114,36,13,0,0,40,2
115,22,10,0,0,15,1
116,24,10,0,0,40,1
117,77,10,0,0,40,1
118,22,3,0,0,40,1
119,29,10,0,0,40,1
120,62,9,0,0,24,1
121,39,9,0,0,40,1
122,43,10,0,1485,50,1
123,35,9,0,0,45,1
124,29,7,0,0,40,1
125,76,14,0,0,10,1
126,63,9,0,0,45,1
127,23,11,0,0,15,1
128,43,10,0,1887,50,2
129,58,9,0,0,40,1
130,66,9,2050,0,55,1
131,41,10,0,0,45,1
132,26,13,0,0,40,1
133,47,11,0,0,40,1
134,55,6,0,0,40,1
135,53,9,0,0,40,1
136,17,3,0,0,48,1
137,30,9,0,0,40,1
138,49,14,0,0,60,1
139,19,9,0,0,30,1
140,45,9,0,0,40,1
141,26,12,0,0,40,1
142,38,11,7298,0,40,2
143,36,9,7298,0,40,2
144,33,9,0,0,20,1
145,22,10,0,0,40,1
146,43,13,0,0,42,1
147,67,7,0,0,8,1
148,30,11,0,0,40,1
149,56,12,0,0,25,1
150,31,13,0,0,25,1
151,33,13,0,0,40,2
152,26,9,0,0,40,1
153,33,13,0,0,40,2
154,46,7,0,0,30,1
155,59,13,0,0,40,2
156,38,9,0,0,40,2
157,65,7,0,0,40,1
158,40,11,0,0,40,2
159,42,9,0,0,35,1
160,26,5,0,0,40,1
161,36,6,0,0,24,1
162,62,14,0,0,40,2
163,43,13,0,0,45,1
164,43,13,0,1564,45,2
165,22,9,0,0,55,1
166,28,9,0,0,40,1
167,56,10,0,0,45,1
168,22,12,0,0,15,1
169,57,13,0,0,45,2
170,39,9,0,0,40,1
171,26,10,0,0,15,1
172,17,7,0,0,10,1
173,40,11,0,0,38,2
174,45,9,0,0,40,1
175,44,9,0,0,40,1
176,20,10,0,0,10,1
177,33,9,0,0,40,1
178,23,10,0,0,40,1
179,46,14,0,0,30,1
180,38,9,0,0,50,1
181,54,9,0,0,40,1
182,46,3,0,2339,45,1
183,25,10,0,0,40,1
184,46,10,0,0,40,1
185,36,10,0,0,40,1
186,23,9,0,0,25,1
187,29,9,0,0,40,1
188,44,10,0,2415,6,2
189,19,10,0,0,16,1
190,19,9,0,0,40,1
191,35,9,0,0,40,2
192,27,13,0,0,50,1
193,46,12,0,0,40,1
194,34,13,7688,0,45,2
195,34,9,0,0,35,1
196,44,10,0,0,40,1
197,45,10,0,0,40,1
198,20,9,0,0,35,1
199,25,13,0,0,55,2
200,52,13,0,0,50,2
